CO2 Emissions(g/km);Engine Size(L);Fuel Consumption City (L/100 km);Fuel Consumption Hwy (L/100 km);Fuel Consumption Comb (L/100 km);Make;Model;Vehicle Class;Cylinders;Transmission;Fuel Type
274;3;13;11;12;TOYOTA;TACOMA 4WD;PICKUP TRUCK - SMALL;4;AS6;X
279;3;12;11;12;TOYOTA;TACOMA 4WD;PICKUP TRUCK - SMALL;4;M5;X
283;4;13;11;12;TOYOTA;TACOMA 4WD;PICKUP TRUCK - SMALL;6;AS6;X
301;4;14;12;13;TOYOTA;TACOMA 4WD;PICKUP TRUCK - SMALL;6;M6;X
300;4;14;12;13;TOYOTA;TACOMA 4WD D-CAB OFF-ROAD;PICKUP TRUCK - SMALL;6;M6;X
334;5;16;12;14;TOYOTA;TUNDRA;PICKUP TRUCK - STANDARD;8;AS6;X
358;6;17;13;15;TOYOTA;TUNDRA;PICKUP TRUCK - STANDARD;8;AS6;X
349;5;17;13;15;TOYOTA;TUNDRA 4WD;PICKUP TRUCK - STANDARD;8;AS6;X
378;6;18;14;16;TOYOTA;TUNDRA 4WD;PICKUP TRUCK - STANDARD;8;AS6;X
155;2;7;6;7;TOYOTA;YARIS;COMPACT;4;AS6;X
164;2;8;6;7;TOYOTA;YARIS (SIL);COMPACT;4;M6;X
173;2;8;7;7;TOYOTA;YARIS HATCHBACK;COMPACT;4;A4;X
168;2;8;7;7;TOYOTA;YARIS HATCHBACK;COMPACT;4;M5;X
199;2;10;7;9;VOLKSWAGEN;BEETLE;COMPACT;4;AS6;X
198;2;10;7;8;VOLKSWAGEN;BEETLE;COMPACT;4;M5;X
201;2;10;8;9;VOLKSWAGEN;BEETLE DUNE;COMPACT;4;AS6;X
199;2;10;7;9;VOLKSWAGEN;BEETLE CONVERTIBLE;SUBCOMPACT;4;AS6;X
277;4;14;9;12;VOLKSWAGEN;CC 4MOTION;COMPACT;6;AS6;X
192;2;9;7;8;VOLKSWAGEN;GOLF;COMPACT;4;AS6;X
190;2;9;7;8;VOLKSWAGEN;GOLF;COMPACT;4;M5;X
199;2;10;7;9;VOLKSWAGEN;GOLF GTI;COMPACT;4;AM6;X
198;2;10;7;9;VOLKSWAGEN;GOLF GTI;COMPACT;4;M6;X
216;2;10;8;9;VOLKSWAGEN;GOLF R;COMPACT;4;AM6;Z
220;2;11;8;9;VOLKSWAGEN;GOLF R;COMPACT;4;M6;Z
220;2;11;8;9;VOLKSWAGEN;GOLF ALLTRACK;STATION WAGON - SMALL;4;AM6;X
192;2;9;7;8;VOLKSWAGEN;GOLF SPORTWAGEN;STATION WAGON - SMALL;4;AS6;X
194;2;10;7;8;VOLKSWAGEN;GOLF SPORTWAGEN;STATION WAGON - SMALL;4;M5;X
220;2;11;8;9;VOLKSWAGEN;GOLF SPORTWAGEN 4MOTION;STATION WAGON - SMALL;4;AM6;X
175;1;9;6;7;VOLKSWAGEN;JETTA;COMPACT;4;AS6;X
168;1;8;6;7;VOLKSWAGEN;JETTA;COMPACT;4;M5;X
193;2;9;7;8;VOLKSWAGEN;JETTA;COMPACT;4;AM6;X
205;2;10;7;9;VOLKSWAGEN;JETTA;COMPACT;4;AS6;X
208;2;10;7;9;VOLKSWAGEN;JETTA;COMPACT;4;M6;X
204;2;10;7;9;VOLKSWAGEN;PASSAT;MID-SIZE;4;AS6;X
242;4;12;9;10;VOLKSWAGEN;PASSAT;MID-SIZE;6;AM6;X
256;2;12;10;11;VOLKSWAGEN;TIGUAN;SUV - SMALL;4;AS6;Z
263;2;12;10;11;VOLKSWAGEN;TIGUAN 4MOTION;SUV - SMALL;4;AS6;Z
287;4;14;10;12;VOLKSWAGEN;TOUAREG;SUV - STANDARD;6;AS8;X
198;2;10;7;8;VOLVO;S60 T5;COMPACT;4;AS8;X
219;2;11;8;9;VOLVO;S60 T5 AWD;COMPACT;4;AS8;X
198;2;10;7;8;VOLVO;S60 INSCRIPTION T5;COMPACT;4;AS8;X
219;2;11;8;9;VOLVO;S60 INSCRIPTION T5 AWD;COMPACT;4;AS8;X
221;2;11;8;10;VOLVO;S60 T6 AWD;COMPACT;4;AS8;Z
241;2;12;9;10;VOLVO;S60 POLESTAR;COMPACT;4;AS8;Z
220;2;11;8;9;VOLVO;S60 CC T5 AWD;COMPACT;4;AS8;X
204;2;10;7;9;VOLVO;S90 T5;MID-SIZE;4;AS8;Z
219;2;11;8;9;VOLVO;S90 T6 AWD;MID-SIZE;4;AS8;Z
198;2;10;7;8;VOLVO;V60 T5;STATION WAGON - SMALL;4;AS8;X
219;2;11;8;9;VOLVO;V60 T5 AWD;STATION WAGON - SMALL;4;AS8;X
221;2;11;8;10;VOLVO;V60 T6 AWD;STATION WAGON - SMALL;4;AS8;Z
241;2;12;9;10;VOLVO;V60 POLESTAR;STATION WAGON - SMALL;4;AS8;Z
220;2;11;8;9;VOLVO;V60 CC T5 AWD;STATION WAGON - SMALL;4;AS8;X
204;2;10;7;9;VOLVO;V90 T5;STATION WAGON - MID-SIZE;4;AS8;Z
219;2;11;8;9;VOLVO;V90 T6 AWD;STATION WAGON - MID-SIZE;4;AS8;Z
221;2;11;8;9;VOLVO;V90 CC T6 AWD;STATION WAGON - MID-SIZE;4;AS8;Z
216;2;10;8;9;VOLVO;XC60 T5;SUV - SMALL;4;AS8;X
233;2;11;8;10;VOLVO;XC60 T5 AWD;SUV - SMALL;4;AS8;X
244;2;12;9;10;VOLVO;XC60 T6 AWD;SUV - SMALL;4;AS8;Z
232;2;11;9;10;VOLVO;XC90 T5;SUV - STANDARD;4;AS8;Z
239;2;11;10;10;VOLVO;XC90 T5 AWD;SUV - STANDARD;4;AS8;Z
249;2;12;10;11;VOLVO;XC90 T6 AWD;SUV - STANDARD;4;AS8;Z
192;2;9;7;8;ACURA;ILX;COMPACT;4;AM8;Z
259;4;13;9;11;ACURA;MDX SH-AWD;SUV - SMALL;6;AS9;Z
251;4;12;9;11;ACURA;MDX SH-AWD ELITE;SUV - SMALL;6;AS9;Z
210;3;9;9;9;ACURA;MDX HYBRID AWD;SUV - SMALL;6;AM7;Z
261;4;11;11;11;ACURA;NSX;TWO-SEATER;6;AM9;Z
250;4;12;9;11;ACURA;RDX AWD;SUV - SMALL;6;AS6;Z
196;4;8;8;8;ACURA;RLX HYBRID;MID-SIZE;6;AM7;Z
205;2;10;7;9;ACURA;TLX;COMPACT;4;AM8;Z
209;2;10;7;9;ACURA;TLX A-SPEC;COMPACT;4;AM8;Z
228;4;11;8;10;ACURA;TLX SH-AWD;COMPACT;6;AS9;Z
240;4;12;8;10;ACURA;TLX SH-AWD A-SPEC;COMPACT;6;AS9;Z
197;2;10;7;8;ALFA ROMEO;4C COUPE;TWO-SEATER;4;AM6;Z
197;2;10;7;8;ALFA ROMEO;4C SPIDER;TWO-SEATER;4;AM6;Z
205;2;10;7;9;ALFA ROMEO;GIULIA;MID-SIZE;4;A8;Z
217;2;11;8;9;ALFA ROMEO;GIULIA AWD;MID-SIZE;4;A8;Z
280;3;14;10;12;ALFA ROMEO;GIULIA QUADRIFOGLIO;MID-SIZE;6;A8;Z
226;2;11;8;10;ALFA ROMEO;STELVIO AWD;SUV - SMALL;4;A8;Z
292;3;14;10;12;ALFA ROMEO;STELVIO QUADRIFOGLIO;SUV - SMALL;6;A8;Z
271;4;13;10;12;ASTON MARTIN;DB11 V8;MINICOMPACT;8;A8;Z
322;5;16;11;14;ASTON MARTIN;DB11 V12;MINICOMPACT;12;A8;Z
332;6;17;11;14;ASTON MARTIN;RAPIDE S;SUBCOMPACT;12;A8;Z
346;6;18;11;15;ASTON MARTIN;VANQUISH;MINICOMPACT;12;A8;Z
188;2;9;7;8;AUDI;A3;SUBCOMPACT;4;AM7;X
205;2;10;8;9;AUDI;A3 QUATTRO;SUBCOMPACT;4;AM6;X
223;2;11;8;10;AUDI;A3 CABRIOLET QUATTRO;SUBCOMPACT;4;AM6;X
177;2;9;6;8;AUDI;A4;COMPACT;4;AM7;Z
203;2;10;7;9;AUDI;A4 QUATTRO;COMPACT;4;AM7;Z
204;2;10;7;9;AUDI;A4 QUATTRO;COMPACT;4;M6;Z
217;2;11;8;9;AUDI;A4 ALLROAD QUATTRO;STATION WAGON - SMALL;4;AM7;Z
203;2;10;7;9;AUDI;A5 QUATTRO;SUBCOMPACT;4;AM7;Z
204;2;10;7;9;AUDI;A5 QUATTRO;SUBCOMPACT;4;M6;Z
203;2;10;7;9;AUDI;A5 CABRIOLET QUATTRO;SUBCOMPACT;4;AM7;Z
203;2;10;7;9;AUDI;A5 SPORTBACK QUATTRO;MID-SIZE;4;AM7;Z
216;2;11;8;9;AUDI;A6 QUATTRO;MID-SIZE;4;AS8;Z
235;3;12;8;10;AUDI;A6 QUATTRO;MID-SIZE;6;AS8;Z
235;3;12;8;10;AUDI;A7 QUATTRO;MID-SIZE;6;AS8;Z
247;3;13;8;11;AUDI;A8;FULL-SIZE;6;AS8;Z
290;4;15;9;12;AUDI;A8;FULL-SIZE;8;AS8;Z
290;4;15;9;12;AUDI;A8L;FULL-SIZE;8;AS8;Z
236;2;12;8;10;AUDI;Q3;COMPACT;4;AS6;Z
240;2;12;8;10;AUDI;Q3 QUATTRO;COMPACT;4;AS6;Z
226;2;10;9;10;AUDI;Q5;SUV - SMALL;4;AS7;Z
258;2;12;10;11;AUDI;Q7;SUV - STANDARD;4;AS8;Z
260;3;13;9;11;AUDI;Q7;SUV - STANDARD;6;AS8;Z
304;5;16;10;13;AUDI;R8;TWO-SEATER;10;AM7;Z
338;5;17;11;15;AUDI;R8 QUATTRO;TWO-SEATER;10;AM7;Z
338;5;17;11;15;AUDI;R8 SPYDER;TWO-SEATER;10;AM7;Z
248;3;12;8;11;AUDI;RS 3;SUBCOMPACT;5;AM7;Z
260;3;13;9;11;AUDI;RS 5;SUBCOMPACT;6;AM8;Z
318;4;17;10;14;AUDI;RS 7;MID-SIZE;8;AS8;Z
223;2;11;8;10;AUDI;S3;SUBCOMPACT;4;AM7;Z
232;3;12;8;10;AUDI;S4;COMPACT;6;AM8;Z
232;3;12;8;10;AUDI;S5;SUBCOMPACT;6;AM8;Z
239;3;12;8;10;AUDI;S5 CABRIOLET;SUBCOMPACT;6;AM8;Z
232;3;12;8;10;AUDI;S5 SPORTBACK;MID-SIZE;6;AM8;Z
298;4;15;10;13;AUDI;S6;MID-SIZE;8;AM7;Z
298;4;15;10;13;AUDI;S7;MID-SIZE;8;AM7;Z
313;4;16;10;13;AUDI;S8;MID-SIZE;8;AS8;Z
270;3;13;10;12;AUDI;SQ5;SUV - SMALL;6;AM8;Z
209;2;10;8;9;AUDI;TT COUPE QUATTRO;SUBCOMPACT;4;AM6;X
209;2;10;8;9;AUDI;TT ROADSTER QUATTRO;TWO-SEATER;4;AM6;X
245;3;12;8;11;AUDI;TT RS;SUBCOMPACT;5;AM7;Z
222;2;10;9;10;AUDI;TTS COUPE;SUBCOMPACT;4;AM6;Z
370;6;19;12;16;BENTLEY;BENTAYGA;SUV - STANDARD;12;AS8;Z
389;6;20;12;17;BENTLEY;CONTINENTAL GT CONVERTIBLE;COMPACT;12;AS8;Z
389;6;20;12;17;BENTLEY;CONTINENTAL SUPERSPORTS;COMPACT;12;AS8;Z
353;4;19;11;15;BENTLEY;FLYING SPUR;MID-SIZE;8;AS8;Z
389;6;20;12;17;BENTLEY;FLYING SPUR;MID-SIZE;12;AS8;Z
405;7;21;13;17;BENTLEY;MULSANNE;MID-SIZE;8;AS8;Z
197;2;10;7;8;BMW;230i COUPE;SUBCOMPACT;4;AS8;Z
219;2;11;7;9;BMW;230i COUPE;SUBCOMPACT;4;M6;Z
208;2;10;7;9;BMW;230i xDRIVE CABRIOLET;SUBCOMPACT;4;AS8;Z
202;2;10;7;9;BMW;230i xDRIVE COUPE;SUBCOMPACT;4;AS8;Z
184;2;8;6;7;BMW;328d xDRIVE;COMPACT;4;AS8;D
184;2;8;6;7;BMW;328d xDRIVE TOURING;STATION WAGON - SMALL;4;AS8;D
208;2;10;7;9;BMW;330i xDRIVE;COMPACT;4;AS8;Z
208;2;10;7;9;BMW;330i xDRIVE GRAN TURISMO;FULL-SIZE;4;AS8;Z
208;2;10;7;9;BMW;330i xDRIVE TOURING;STATION WAGON - SMALL;4;AS8;Z
183;3;9;6;8;BMW;340i;COMPACT;6;AS8;Z
240;3;12;8;10;BMW;340i;COMPACT;6;M6;Z
223;3;11;8;10;BMW;340i xDRIVE;COMPACT;6;AS8;Z
245;3;12;8;11;BMW;340i xDRIVE;COMPACT;6;M6;Z
235;3;12;8;10;BMW;340i xDRIVE GRAN TURISMO;FULL-SIZE;6;AS8;Z
214;2;11;7;9;BMW;430i xDRIVE CABRIOLET;SUBCOMPACT;4;AS8;Z
208;2;10;7;9;BMW;430i xDRIVE COUPE;COMPACT;4;AS8;Z
208;2;10;7;9;BMW;430i xDRIVE GRAN COUPE;COMPACT;4;AS8;Z
183;3;9;6;8;BMW;440i COUPE;COMPACT;6;AS8;Z
240;3;12;8;10;BMW;440i COUPE;COMPACT;6;M6;Z
235;3;12;8;10;BMW;440i xDRIVE CABRIOLET;SUBCOMPACT;6;AS8;Z
223;3;11;8;10;BMW;440i xDRIVE COUPE;COMPACT;6;AS8;Z
245;3;12;8;11;BMW;440i xDRIVE COUPE;COMPACT;6;M6;Z
223;3;11;8;10;BMW;440i xDRIVE GRAN COUPE;COMPACT;6;AS8;Z
208;2;10;7;9;BMW;530i xDRIVE;MID-SIZE;4;AS8;Z
236;3;12;8;10;BMW;540i xDRIVE;MID-SIZE;6;AS8;Z
248;3;12;8;11;BMW;640i xDRIVE CABRIOLET;SUBCOMPACT;6;AS8;Z
248;3;12;8;11;BMW;640i xDRIVE GRAN COUPE;COMPACT;6;AS8;Z
241;3;12;8;10;BMW;640i xDRIVE GRAN TURISMO;FULL-SIZE;6;AS8;Z
292;4;15;10;12;BMW;650i xDRIVE CABRIOLET;SUBCOMPACT;8;AS8;Z
286;4;14;10;12;BMW;650i xDRIVE COUPE;SUBCOMPACT;8;AS8;Z
292;4;15;10;12;BMW;650i xDRIVE GRAN COUPE;COMPACT;8;AS8;Z
292;4;15;10;12;BMW;750i xDRIVE;FULL-SIZE;8;AS8;Z
283;4;14;9;12;BMW;750i xDRIVE SWB;FULL-SIZE;8;AS8;Z
292;4;15;10;12;BMW;ALPINA B6 xDRIVE GRAN COUPE;COMPACT;8;AS8;Z
245;3;12;9;11;BMW;M2;SUBCOMPACT;6;AM7;Z
267;3;13;9;11;BMW;M2;SUBCOMPACT;6;M6;Z
222;3;11;8;10;BMW;M240i CABRIOLET;SUBCOMPACT;6;AS8;Z
255;3;13;9;11;BMW;M240i CABRIOLET;SUBCOMPACT;6;M6;Z
222;3;11;8;10;BMW;M240i COUPE;SUBCOMPACT;6;AS8;Z
249;3;13;8;11;BMW;M240i COUPE;SUBCOMPACT;6;M6;Z
227;3;11;8;10;BMW;M240i xDRIVE CABRIOLET;SUBCOMPACT;6;AS8;Z
227;3;11;8;10;BMW;M240i xDRIVE COUPE;SUBCOMPACT;6;AS8;Z
280;3;14;10;12;BMW;M3;COMPACT;6;AM7;Z
273;3;14;9;12;BMW;M3;COMPACT;6;M6;Z
299;3;15;11;13;BMW;M4 CABRIOLET;SUBCOMPACT;6;AM7;Z
280;3;14;9;12;BMW;M4 CABRIOLET;SUBCOMPACT;6;M6;Z
280;3;14;10;12;BMW;M4 COUPE;COMPACT;6;AM7;Z
273;3;14;9;12;BMW;M4 COUPE;COMPACT;6;M6;Z
283;4;14;9;12;BMW;M550i xDRIVE;MID-SIZE;8;AS8;Z
344;4;17;12;15;BMW;M6 CABRIOLET;SUBCOMPACT;8;AM7;Z
324;4;16;11;14;BMW;M6 CABRIOLET;SUBCOMPACT;8;M6;Z
344;4;17;12;15;BMW;M6 COUPE;SUBCOMPACT;8;AM7;Z
324;4;16;11;14;BMW;M6 COUPE;SUBCOMPACT;8;M6;Z
344;4;17;12;15;BMW;M6 GRAN COUPE;COMPACT;8;AM7;Z
324;4;16;11;14;BMW;M6 GRAN COUPE;COMPACT;8;M6;Z
355;7;18;12;15;BMW;M760i xDRIVE;FULL-SIZE;12;AS8;Z
217;2;11;8;9;BMW;X1 xDRIVE28i;SUV - SMALL;4;AS8;Z
222;2;11;8;10;BMW;X2 xDRIVE28i;SUV - SMALL;4;AS8;Z
223;2;11;8;10;BMW;X3 xDRIVE30i;SUV - SMALL;4;AS8;Z
241;3;12;9;10;BMW;X3 M40i;SUV - SMALL;6;AS8;Z
240;2;12;9;10;BMW;X4 xDRIVE28i;SUV - SMALL;4;AS8;Z
266;3;13;10;11;BMW;X4 M40i;SUV - SMALL;6;AS8;Z
246;3;10;8;9;BMW;X5 xDRIVE35d;SUV - STANDARD;6;AS8;D
270;3;13;10;12;BMW;X5 xDRIVE35i;SUV - STANDARD;6;AS8;Z
317;4;15;11;14;BMW;X5 xDRIVE50i;SUV - STANDARD;8;AS8;Z
341;4;17;12;15;BMW;X5 M;SUV - STANDARD;8;AS8;Z
270;3;13;10;12;BMW;X6 xDRIVE35i;SUV - STANDARD;6;AS8;Z
317;4;15;11;14;BMW;X6 xDRIVE50i;SUV - STANDARD;8;AS8;Z
341;4;17;12;15;BMW;X6 M;SUV - STANDARD;8;AS8;Z
522;8;27;17;22;BUGATTI;CHIRON;TWO-SEATER;16;AM7;Z
263;4;13;9;11;BUICK;ENCLAVE;SUV - STANDARD;6;AS9;X
277;4;14;9;12;BUICK;ENCLAVE AWD;SUV - STANDARD;6;AS9;X
194;1;9;7;8;BUICK;ENCORE;SUV - SMALL;4;AS6;X
185;1;9;7;8;BUICK;ENCORE (SIDI with Stop/Start);SUV - SMALL;4;AS6;X
210;1;10;8;9;BUICK;ENCORE AWD;SUV - SMALL;4;AS6;X
196;1;9;8;8;BUICK;ENCORE AWD (SIDI with Stop/Start);SUV - SMALL;4;AS6;X
248;2;12;9;11;BUICK;ENVISION AWD;SUV - SMALL;4;A6;Z
234;3;11;9;10;BUICK;ENVISION AWD;SUV - SMALL;4;A6;X
228;4;11;8;10;BUICK;LACROSSE;MID-SIZE;6;AS9;X
190;3;9;7;8;BUICK;LACROSSE eASSIST;MID-SIZE;4;A6;X
237;4;12;8;10;BUICK;LACROSSE AWD;MID-SIZE;6;AS9;X
217;2;11;7;9;BUICK;REGAL;FULL-SIZE;4;AS9;Z
227;2;11;8;10;BUICK;REGAL AWD;FULL-SIZE;4;AS8;Z
250;4;12;9;11;BUICK;REGAL AWD;FULL-SIZE;6;AS9;X
216;2;11;8;9;CADILLAC;ATS;COMPACT;4;AS8;Z
240;2;12;8;10;CADILLAC;ATS;COMPACT;4;M6;Z
234;4;12;8;10;CADILLAC;ATS;COMPACT;6;AS8;X
222;2;11;8;10;CADILLAC;ATS AWD;COMPACT;4;AS8;Z
247;4;12;9;11;CADILLAC;ATS AWD;COMPACT;6;AS8;X
291;4;14;9;12;CADILLAC;ATS-V;COMPACT;6;AS8;Z
295;4;14;10;13;CADILLAC;ATS-V;COMPACT;6;M6;Z
224;2;11;8;10;CADILLAC;CT6;FULL-SIZE;4;AS8;Z
263;3;13;9;11;CADILLAC;CT6 AWD;FULL-SIZE;6;AS8;Z
261;4;13;9;11;CADILLAC;CT6 AWD;FULL-SIZE;6;AS8;X
224;2;11;8;10;CADILLAC;CTS;MID-SIZE;4;AS8;Z
234;4;12;8;10;CADILLAC;CTS;MID-SIZE;6;AS8;X
229;2;11;8;10;CADILLAC;CTS AWD;MID-SIZE;4;AS8;Z
247;4;12;9;11;CADILLAC;CTS AWD;MID-SIZE;6;AS8;X
311;4;15;10;13;CADILLAC;CTS Vsport;MID-SIZE;6;AS8;Z
329;6;17;11;14;CADILLAC;CTS-V;MID-SIZE;8;AS8;Z
329;6;17;11;14;CADILLAC;ESCALADE 4WD;SUV - STANDARD;8;A10;Z
250;4;12;9;11;CADILLAC;XT5;SUV - SMALL;6;AS8;X
263;4;13;9;11;CADILLAC;XT5 AWD;SUV - SMALL;6;AS8;X
260;4;13;9;11;CADILLAC;XTS;FULL-SIZE;6;AS6;X
272;4;14;9;12;CADILLAC;XTS AWD;FULL-SIZE;6;AS6;X
302;4;15;10;13;CADILLAC;XTS Vsport AWD;FULL-SIZE;6;AS6;Z
220;2;11;8;9;CHEVROLET;CAMARO;SUBCOMPACT;4;AS8;Z
235;2;12;8;10;CHEVROLET;CAMARO;SUBCOMPACT;4;M6;Z
246;4;12;8;10;CHEVROLET;CAMARO;SUBCOMPACT;6;AS8;X
274;4;14;8;12;CHEVROLET;CAMARO;SUBCOMPACT;6;M6;X
273;6;14;9;12;CHEVROLET;CAMARO SS;SUBCOMPACT;8;AS8;Z
284;6;14;9;12;CHEVROLET;CAMARO SS;SUBCOMPACT;8;M6;Z
361;6;19;11;15;CHEVROLET;CAMARO ZL1;SUBCOMPACT;8;AS10;Z
348;6;17;12;15;CHEVROLET;CAMARO ZL1;SUBCOMPACT;8;M6;Z
218;2;10;9;9;CHEVROLET;CITY EXPRESS;SPECIAL PURPOSE VEHICLE;4;AV;X
253;3;12;9;11;CHEVROLET;COLORADO;PICKUP TRUCK - SMALL;4;A6;X
251;3;12;9;11;CHEVROLET;COLORADO;PICKUP TRUCK - SMALL;4;M6;X
257;3;11;8;10;CHEVROLET;COLORADO;PICKUP TRUCK - SMALL;4;A6;D
274;4;13;10;12;CHEVROLET;COLORADO;PICKUP TRUCK - SMALL;6;A8;X
266;3;13;10;11;CHEVROLET;COLORADO 4WD;PICKUP TRUCK - SMALL;4;A6;X
279;3;12;8;10;CHEVROLET;COLORADO 4WD;PICKUP TRUCK - SMALL;4;A6;D
288;4;14;10;12;CHEVROLET;COLORADO 4WD;PICKUP TRUCK - SMALL;6;A8;X
315;3;13;11;12;CHEVROLET;COLORADO ZR2 4WD;PICKUP TRUCK - SMALL;4;A6;D
331;4;15;13;14;CHEVROLET;COLORADO ZR2 4WD;PICKUP TRUCK - SMALL;6;A8;X
297;6;16;9;13;CHEVROLET;CORVETTE;TWO-SEATER;8;AS8;Z
278;6;14;9;12;CHEVROLET;CORVETTE;TWO-SEATER;8;M7;Z
336;6;18;10;14;CHEVROLET;CORVETTE Z06;TWO-SEATER;8;AS8;Z
312;6;16;11;13;CHEVROLET;CORVETTE Z06;TWO-SEATER;8;M7;Z
166;1;8;6;7;CHEVROLET;CRUZE;COMPACT;4;AS6;X
172;1;9;6;7;CHEVROLET;CRUZE;COMPACT;4;M6;X
169;1;8;6;7;CHEVROLET;CRUZE PREMIER;COMPACT;4;AS6;X
175;2;8;5;7;CHEVROLET;CRUZE DIESEL;COMPACT;4;A9;D
170;2;8;5;6;CHEVROLET;CRUZE DIESEL;COMPACT;4;M6;D
172;1;8;6;7;CHEVROLET;CRUZE HATCHBACK;MID-SIZE;4;AS6;X
175;1;9;6;8;CHEVROLET;CRUZE HATCHBACK;MID-SIZE;4;M6;X
176;1;8;6;8;CHEVROLET;CRUZE HATCHBACK PREMIER;MID-SIZE;4;AS6;X
178;2;8;5;7;CHEVROLET;CRUZE HATCHBACK DIESEL;MID-SIZE;4;A9;D
180;2;8;5;7;CHEVROLET;CRUZE HATCHBACK DIESEL;MID-SIZE;4;M6;D
195;2;9;7;8;CHEVROLET;EQUINOX;SUV - SMALL;4;A6;X
198;2;9;6;7;CHEVROLET;EQUINOX;SUV - SMALL;4;A6;D
209;2;10;8;9;CHEVROLET;EQUINOX AWD;SUV - SMALL;4;A6;X
198;2;9;6;7;CHEVROLET;EQUINOX AWD;SUV - SMALL;4;A6;D
228;2;11;8;10;CHEVROLET;EQUINOX AWD;SUV - SMALL;4;A9;Z
224;3;11;8;10;CHEVROLET;IMPALA;FULL-SIZE;4;AS6;X
254;4;13;9;11;CHEVROLET;IMPALA FFV;FULL-SIZE;6;AS6;X
245;4;17;12;15;CHEVROLET;IMPALA FFV;FULL-SIZE;6;AS6;E
181;2;9;7;8;CHEVROLET;MALIBU;MID-SIZE;4;A6;X
213;2;11;7;9;CHEVROLET;MALIBU;MID-SIZE;4;A9;Z
121;2;5;6;5;CHEVROLET;MALIBU HYBRID;MID-SIZE;4;AV;X
278;4;13;10;12;CHEVROLET;SILVERADO FFV;PICKUP TRUCK - STANDARD;6;A6;X
284;4;19;14;17;CHEVROLET;SILVERADO FFV;PICKUP TRUCK - STANDARD;6;A6;E
298;5;15;10;13;CHEVROLET;SILVERADO;PICKUP TRUCK - STANDARD;8;A6;X
298;5;15;10;13;CHEVROLET;SILVERADO FFV;PICKUP TRUCK - STANDARD;8;A6;X
283;5;20;14;17;CHEVROLET;SILVERADO FFV;PICKUP TRUCK - STANDARD;8;A6;E
307;5;15;11;13;CHEVROLET;SILVERADO;PICKUP TRUCK - STANDARD;8;A8;X
324;6;16;11;14;CHEVROLET;SILVERADO;PICKUP TRUCK - STANDARD;8;A8;Z
278;5;13;10;12;CHEVROLET;SILVERADO eASSIST;PICKUP TRUCK - STANDARD;8;A8;X
294;4;14;11;13;CHEVROLET;SILVERADO 4WD FFV;PICKUP TRUCK - STANDARD;6;A6;X
296;4;20;15;18;CHEVROLET;SILVERADO 4WD FFV;PICKUP TRUCK - STANDARD;6;A6;E
307;5;15;11;13;CHEVROLET;SILVERADO 4WD;PICKUP TRUCK - STANDARD;8;A6;X
307;5;15;11;13;CHEVROLET;SILVERADO 4WD FFV;PICKUP TRUCK - STANDARD;8;A6;X
309;5;21;15;18;CHEVROLET;SILVERADO 4WD FFV;PICKUP TRUCK - STANDARD;8;A6;E
324;5;16;12;14;CHEVROLET;SILVERADO 4WD;PICKUP TRUCK - STANDARD;8;A8;X
331;6;16;12;14;CHEVROLET;SILVERADO 4WD;PICKUP TRUCK - STANDARD;8;A8;Z
304;5;14;11;13;CHEVROLET;SILVERADO eASSIST 4WD;PICKUP TRUCK - STANDARD;8;A8;X
184;1;9;7;8;CHEVROLET;SONIC;COMPACT;4;AS6;X
174;1;8;6;7;CHEVROLET;SONIC;COMPACT;4;M6;X
193;2;9;7;8;CHEVROLET;SONIC;COMPACT;4;AS6;X
190;2;9;7;8;CHEVROLET;SONIC;COMPACT;4;M5;X
184;1;9;7;8;CHEVROLET;SONIC 5;STATION WAGON - SMALL;4;AS6;X
174;1;8;6;7;CHEVROLET;SONIC 5;STATION WAGON - SMALL;4;M6;X
193;2;9;7;8;CHEVROLET;SONIC 5;STATION WAGON - SMALL;4;AS6;X
190;2;9;7;8;CHEVROLET;SONIC 5;STATION WAGON - SMALL;4;M5;X
167;1;8;6;7;CHEVROLET;SPARK;SUBCOMPACT;4;AV;X
166;1;8;6;7;CHEVROLET;SPARK;SUBCOMPACT;4;M5;X
305;5;15;10;13;CHEVROLET;SUBURBAN;SUV - STANDARD;8;A6;X
305;5;15;10;13;CHEVROLET;SUBURBAN FFV;SUV - STANDARD;8;A6;X
285;5;20;14;17;CHEVROLET;SUBURBAN FFV;SUV - STANDARD;8;A6;E
313;5;15;11;13;CHEVROLET;SUBURBAN 4WD;SUV - STANDARD;8;A6;X
312;5;15;11;13;CHEVROLET;SUBURBAN 4WD FFV;SUV - STANDARD;8;A6;X
321;5;22;16;19;CHEVROLET;SUBURBAN 4WD FFV;SUV - STANDARD;8;A6;E
305;5;15;10;13;CHEVROLET;TAHOE;SUV - STANDARD;8;A6;X
305;5;15;10;13;CHEVROLET;TAHOE FFV;SUV - STANDARD;8;A6;X
285;5;20;14;17;CHEVROLET;TAHOE FFV;SUV - STANDARD;8;A6;E
310;5;15;11;13;CHEVROLET;TAHOE 4WD;SUV - STANDARD;8;A6;X
310;5;15;11;13;CHEVROLET;TAHOE 4WD FFV;SUV - STANDARD;8;A6;X
299;5;21;15;18;CHEVROLET;TAHOE 4WD FFV;SUV - STANDARD;8;A6;E
325;6;16;11;14;CHEVROLET;TAHOE 4WD;SUV - STANDARD;8;A10;Z
